Jenis_Rumah,Lokasi,KT,KM,Garasi,LT,LB,KPR_bulanan,Harga_New
Rumah,"Banyumanik, Semarang",3,2,1,114,70,4.0,1.2
Rumah,"Mijen, Semarang",2,2,1,120,70,4.0,1.2
Rumah,"Tembalang, Semarang",4,3,1,120,70,4.0,1.2
Rumah,"Ngaliyan, Semarang",2,1,1,135,70,4.0,1.2
Rumah,"Banyumanik, Semarang",3,2,1,156,70,4.0,1.2
Rumah,"Tembalang, Semarang",6,6,1,101,72,4.0,1.2
Rumah,"Tembalang, Semarang",6,6,1,102,72,4.0,1.2
Rumah,"Tembalang, Semarang",3,3,1,90,75,4.0,1.2
Rumah,"Semarang Barat, Semarang",2,1,1,96,75,4.0,1.2
Rumah,"Ngaliyan, Semarang",2,2,2,170,75,4.0,1.2
Rumah,"Semarang Barat, Semarang",2,1,1,135,76,4.0,1.2
Rumah,"Gunung Pati, Semarang",3,2,1,143,77,4.0,1.2
Rumah,"Semarang Barat, Semarang",2,2,1,326,77,4.0,1.2
Rumah,"Tembalang, Semarang",2,1,1,105,78,4.0,1.2
Rumah,"Tembalang, Semarang",2,1,2,105,78,4.0,1.2
Rumah,"Mijen, Semarang",3,2,1,150,78,4.0,1.2
Rumah,"Mijen, Semarang",3,2,2,150,78,4.0,1.2
Rumah,"Ngaliyan, Semarang",3,2,1,150,78,4.0,1.2
Rumah,"Candisari, Semarang",3,1,1,190,78,4.0,1.2
Rumah,"Semarang Barat, Semarang",3,2,1,72,79,4.0,1.2
Rumah,"Semarang Barat, Semarang",4,3,2,72,79,4.0,1.2
Rumah,"Tembalang, Semarang",3,2,1,72,80,4.0,1.2
Rumah,"Semarang Timur, Semarang",3,2,2,76,80,4.0,1.2
Rumah,"Tembalang, Semarang",3,2,1,76,80,4.0,1.2
Rumah,"Tembalang, Semarang",3,2,1,90,80,4.0,1.2
Rumah,"Semarang Barat, Semarang",2,1,1,96,80,4.0,1.2
Rumah,"Semarang Tengah, Semarang",2,1,1,96,80,4.0,1.2
Rumah,"Semarang Utara, Semarang",2,1,1,96,80,4.0,1.2
Rumah,"Semarang Selatan, Semarang",2,1,1,262,80,4.0,1.2
Rumah,"Semarang Barat, Semarang",3,2,1,72,83,4.0,1.2
Rumah,"Semarang Barat, Semarang",2,1,1,108,84,4.0,1.2
Rumah,"Semarang Selatan, Semarang",3,1,1,200,85,4.0,1.2
Rumah,"Tembalang, Semarang",3,2,1,90,90,4.0,1.2
Rumah,"Semarang Barat, Semarang",3,2,1,90,90,4.0,1.2
Rumah,"Tembalang, Semarang",2,1,1,105,90,4.0,1.2
Rumah,"Ngaliyan, Semarang",3,1,1,120,90,4.0,1.2
Rumah,"Semarang Barat, Semarang",3,2,1,120,90,4.0,1.2
Rumah,"Tembalang, Semarang",2,2,2,150,90,4.0,1.2
Rumah,"Tembalang, Semarang",3,2,1,209,90,4.0,1.2
Rumah,"Tembalang, Semarang",3,2,1,72,92,4.0,1.2
Rumah,"Semarang Barat, Semarang",3,2,1,108,93,4.0,1.2
Rumah,"Semarang Barat, Semarang",3,3,1,96,94,4.0,1.2
Rumah,"Semarang Barat, Semarang",4,2,1,96,95,4.0,1.2
Rumah,"Tembalang, Semarang",3,2,2,76,98,4.0,1.2
Rumah,"Semarang Barat, Semarang",2,1,1,102,100,4.0,1.2
Rumah,"Semarang Barat, Semarang",2,1,1,108,100,4.0,1.2
Rumah,"Semarang Barat, Semarang",3,2,1,108,100,4.0,1.2
Rumah,"Semarang Tengah, Semarang",5,4,4,116,100,4.0,1.2
Rumah,"Semarang Tengah, Semarang",5,4,1,116,100,4.0,1.2
Rumah,"Tembalang, Semarang",3,1,1,126,100,4.0,1.2
Rumah,"Pedurungan, Semarang",3,1,2,131,100,4.0,1.2
Rumah,"Pedurungan, Semarang",3,1,1,131,100,4.0,1.2
Rumah,"Mijen, Semarang",3,1,1,135,100,4.0,1.2
Rumah,"Tembalang, Semarang",3,1,1,150,100,4.0,1.2
Rumah,"Semarang Barat, Semarang",3,2,1,153,100,4.0,1.2
Rumah,"Banyumanik, Semarang",3,2,1,180,100,4.0,1.2
Rumah,"Tembalang, Semarang",3,2,1,200,100,4.0,1.2
Rumah,"Pedurungan, Semarang",3,1,1,300,100,4.0,1.2
Rumah,"Gunung Pati, Semarang",3,2,1,350,100,4.0,1.2
Rumah,"Semarang Barat, Semarang",2,2,1,102,102,4.0,1.2
Rumah,"Semarang Barat, Semarang",3,2,1,72,104,4.0,1.2
Rumah,"Semarang Tengah, Semarang",3,2,1,72,104,4.0,1.2
Rumah,"Semarang Barat, Semarang",3,2,1,102,105,4.0,1.2
Rumah,"Semarang Barat, Semarang",3,2,1,105,105,4.0,1.2
Rumah,"Ngaliyan, Semarang",4,3,2,235,105,4.0,1.2
Rumah,"Semarang Barat, Semarang",2,1,1,95,108,4.0,1.2
Rumah,"Gayamsari, Semarang",3,2,1,96,108,4.0,1.2
Rumah,"Semarang Utara, Semarang",2,2,1,131,109,4.0,1.2
Rumah,"Semarang Barat, Semarang",3,2,2,126,110,4.0,1.2
Rumah,"Ngaliyan, Semarang",3,2,1,126,110,4.0,1.2
Rumah,"Banyumanik, Semarang",3,2,1,126,110,4.0,1.2
Rumah,"Pedurungan, Semarang",4,2,1,117,117,4.0,1.2
Rumah,"Semarang Timur, Semarang",4,2,1,117,117,4.0,1.2
Rumah,"Semarang Tengah, Semarang",3,2,1,90,120,4.0,1.2
Rumah,"Semarang Barat, Semarang",3,2,1,105,120,4.0,1.2
Rumah,"Semarang Barat, Semarang",3,3,1,105,120,4.0,1.2
Rumah,"Semarang Barat, Semarang",3,1,1,120,120,4.0,1.2
Rumah,"Semarang Utara, Semarang",2,2,1,120,120,4.0,1.2
Rumah,"Semarang Barat, Semarang",2,2,1,120,120,4.0,1.2
Rumah,"Pedurungan, Semarang",3,2,1,120,120,4.0,1.2
Rumah,"Tembalang, Semarang",3,2,1,120,120,4.0,1.2
Rumah,"Semarang Timur, Semarang",4,3,1,144,120,4.0,1.2
Rumah,"Semarang Timur, Semarang",3,2,1,145,120,4.0,1.2
Rumah,"Ngaliyan, Semarang",3,1,1,150,120,4.0,1.2
Rumah,"Ngaliyan, Semarang",3,2,1,150,120,4.0,1.2
Rumah,"Pedurungan, Semarang",2,1,1,187,120,4.0,1.2
Rumah,"Pedurungan, Semarang",2,1,1,188,120,4.0,1.2
Rumah,"Pedurungan, Semarang",3,2,1,220,120,4.0,1.2
Rumah,"Ngaliyan, Semarang",3,2,1,267,120,4.0,1.2
Rumah,"Semarang Barat, Semarang",4,1,1,150,125,4.0,1.2
Rumah,"Ngaliyan, Semarang",3,2,1,128,128,4.0,1.2
Rumah,"Semarang Timur, Semarang",4,2,1,144,128,4.0,1.2
Rumah,"Ngaliyan, Semarang",3,2,2,108,130,4.0,1.2
Rumah,"Semarang Tengah, Semarang",5,2,1,120,130,4.0,1.2
Rumah,"Tembalang, Semarang",4,3,1,150,130,4.0,1.2
Rumah,"Banyumanik, Semarang",3,2,1,80,133,4.0,1.2
Rumah,"Semarang Tengah, Semarang",2,2,1,85,135,4.0,1.2
Rumah,"Semarang Barat, Semarang",4,2,1,150,135,4.0,1.2
Rumah,"Semarang Barat, Semarang",3,2,2,300,135,4.0,1.2
Rumah,"Pedurungan, Semarang",5,2,1,270,136,4.0,1.2
Rumah,"Semarang Selatan, Semarang",3,2,1,138,138,4.0,1.2
Rumah,"Banyumanik, Semarang",4,3,1,91,140,4.0,1.2
Rumah,"Semarang Barat, Semarang",4,3,1,102,140,4.0,1.2
"Rumah
Premier","Semarang Utara, Semarang",3,3,1,120,140,4.0,1.2
Rumah,"Candisari, Semarang",5,2,1,126,140,4.0,1.2
Rumah,"Semarang Barat, Semarang",2,1,1,144,140,4.0,1.2
Rumah,"Semarang Utara, Semarang",7,2,1,172,140,4.0,1.2
Rumah,"Semarang Barat, Semarang",3,1,1,310,140,4.0,1.2
Rumah,"Pedurungan, Semarang",4,2,1,156,142,4.0,1.2
Rumah,"Tembalang, Semarang",4,2,1,144,144,4.0,1.2
Rumah,"Pedurungan, Semarang",3,2,1,183,147,4.0,1.2
Rumah,"Mijen, Semarang",3,2,1,78,150,4.0,1.2
Rumah,"Semarang Tengah, Semarang",2,2,1,81,150,4.0,1.2
Rumah,"Pedurungan, Semarang",3,3,1,81,150,4.0,1.2
Rumah,"Gajah Mungkur, Semarang",2,1,1,119,150,4.0,1.2
Rumah,"Pedurungan, Semarang",3,2,1,134,150,4.0,1.2
Rumah,"Semarang Barat, Semarang",4,1,1,150,150,4.0,1.2
"Rumah
Premier","Ngaliyan, Semarang",4,1,1,150,150,4.0,1.2
Rumah,"Semarang Barat, Semarang",3,2,2,150,150,4.0,1.2
Rumah,"Pedurungan, Semarang",4,2,1,172,150,4.0,1.2
Rumah,"Pedurungan, Semarang",3,1,1,192,150,4.0,1.2
Rumah,"Pedurungan, Semarang",3,2,1,200,150,4.0,1.2
Rumah,"Mijen, Semarang",4,3,1,200,150,4.0,1.2
Rumah,"Semarang Timur, Semarang",3,1,2,153,153,4.0,1.2
Rumah,"Pedurungan, Semarang",3,1,1,153,153,4.0,1.2
Rumah,"Ngaliyan, Semarang",4,1,1,155,155,4.0,1.2
Rumah,"Ngaliyan, Semarang",4,2,1,155,155,4.0,1.2
Rumah,"Ngaliyan, Semarang",4,2,2,155,155,4.0,1.2
Rumah,"Ngaliyan, Semarang",3,1,4,157,157,4.0,1.2
Rumah,"Ngaliyan, Semarang",3,1,1,157,157,4.0,1.2
Rumah,"Ngaliyan, Semarang",3,1,3,157,157,4.0,1.2
Rumah,"Semarang Tengah, Semarang",3,2,1,158,158,4.0,1.2
Rumah,"Semarang Utara, Semarang",3,2,1,84,160,4.0,1.2
Rumah,"Semarang Timur, Semarang",4,2,1,116,160,4.0,1.2
Rumah,"Semarang Barat, Semarang",3,2,2,120,160,4.0,1.2
Rumah,"Semarang Barat, Semarang",3,2,1,139,160,4.0,1.2
Rumah,"Semarang Barat, Semarang",3,2,1,140,160,4.0,1.2
Rumah,"Semarang Barat, Semarang",2,2,1,160,160,4.0,1.2
Rumah,"Gajah Mungkur, Semarang",3,2,1,168,160,4.0,1.2
Rumah,"Semarang Timur, Semarang",3,1,1,212,160,4.0,1.2
Rumah,"Semarang Tengah, Semarang",3,1,1,212,160,4.0,1.2
Rumah,"Semarang Timur, Semarang",3,2,1,212,160,4.0,1.2
Rumah,"Semarang Barat, Semarang",3,2,1,140,165,4.0,1.2
Rumah,"Pedurungan, Semarang",3,2,1,169,169,4.0,1.2
Rumah,"Semarang Barat, Semarang",3,2,2,120,170,4.0,1.2
Rumah,"Semarang Barat, Semarang",4,2,2,120,170,4.0,1.2
Rumah,"Ngaliyan, Semarang",3,2,1,170,170,4.0,1.2
Rumah,"Pedurungan, Semarang",4,2,1,182,170,4.0,1.2
Rumah,"Banyumanik, Semarang",2,2,1,96,174,4.0,1.2
Rumah,"Gayamsari, Semarang",3,2,1,176,176,4.0,1.2
Rumah,"Tembalang, Semarang",9,9,1,191,178,4.0,1.2
Rumah,"Banyumanik, Semarang",9,9,1,191,178,4.0,1.2
Rumah,"Tembalang, Semarang",5,2,1,116,180,4.0,1.2
Rumah,"Semarang Timur, Semarang",2,2,1,136,180,4.0,1.2
Rumah,"Tembalang, Semarang",3,3,1,140,180,4.0,1.2
Rumah,"Pedurungan, Semarang",2,1,1,150,180,4.0,1.2
Rumah,"Semarang Barat, Semarang",4,3,3,180,180,4.0,1.2
Rumah,"Semarang Barat, Semarang",4,3,4,280,180,4.0,1.2
Rumah,"Tembalang, Semarang",9,3,1,182,182,4.0,1.2
Rumah,"Semarang Timur, Semarang",5,2,3,232,185,4.0,1.2
Rumah,"Banyumanik, Semarang",5,3,1,212,186,4.0,1.2
Rumah,"Semarang Barat, Semarang",6,2,1,162,189,4.0,1.2
Rumah,"Semarang Timur, Semarang",3,2,1,192,190,4.0,1.2
Rumah,"Pedurungan, Semarang",4,1,1,192,192,4.0,1.2
Rumah,"Gayamsari, Semarang",3,2,1,195,195,4.0,1.2
Rumah,"Semarang Tengah, Semarang",3,2,1,100,200,4.0,1.2
Rumah,"Semarang Selatan, Semarang",9,2,1,127,200,4.0,1.2
Rumah,"Pedurungan, Semarang",3,3,1,128,200,4.0,1.2
Rumah,"Ngaliyan, Semarang",3,2,1,150,200,4.0,1.2
Rumah,"Gunung Pati, Semarang",8,6,1,150,200,4.0,1.2
Rumah,"Pedurungan, Semarang",5,2,1,152,200,4.0,1.2
Rumah,"Pedurungan, Semarang",2,1,1,153,200,4.0,1.2
Rumah,"Banyumanik, Semarang",2,1,1,160,200,4.0,1.2
Rumah,"Semarang Barat, Semarang",3,2,1,176,200,4.0,1.2
Rumah,"Banyumanik, Semarang",5,2,1,220,200,4.0,1.2
Rumah,"Banyumanik, Semarang",5,3,1,231,200,4.0,1.2
Rumah,"Gayamsari, Semarang",4,2,1,240,200,4.0,1.2
Rumah,"Semarang Utara, Semarang",5,2,1,240,200,4.0,1.2
Rumah,"Tembalang, Semarang",6,2,1,240,200,4.0,1.2
Rumah,"Ngaliyan, Semarang",4,3,1,243,200,4.0,1.2
Rumah,"Pedurungan, Semarang",5,2,1,250,200,4.0,1.2
Rumah,"Semarang Timur, Semarang",4,2,1,300,200,4.0,1.2
Rumah,"Semarang Barat, Semarang",4,3,1,310,200,4.0,1.2
Rumah,"Semarang Timur, Semarang",3,1,1,315,200,4.0,1.2
Rumah,"Semarang Barat, Semarang",8,6,1,147,210,4.0,1.2
Rumah,"Semarang Utara, Semarang",3,2,1,240,210,4.0,1.2
Rumah,"Ngaliyan, Semarang",2,1,1,109,218,4.0,1.2
Rumah,"Semarang Barat, Semarang",3,2,1,218,218,4.0,1.2
Rumah,"Ngaliyan, Semarang",3,2,1,218,218,4.0,1.2
Rumah,"Gayamsari, Semarang",3,3,1,136,220,4.0,1.2
Rumah,"Tembalang, Semarang",5,2,1,170,220,4.0,1.2
Rumah,"Tembalang, Semarang",5,3,1,170,220,4.0,1.2
Rumah,"Semarang Tengah, Semarang",3,2,1,176,220,4.0,1.2
Rumah,"Semarang Utara, Semarang",3,2,1,240,220,4.0,1.2
Rumah,"Pedurungan, Semarang",5,2,1,152,225,4.0,1.2
Rumah,"Mijen, Semarang",7,4,1,92,230,4.0,1.2
Rumah,"Pedurungan, Semarang",4,3,1,146,240,4.0,1.2
Rumah,"Semarang Barat, Semarang",5,4,1,121,242,4.0,1.2
Rumah,"Gunung Pati, Semarang",7,3,1,150,246,4.0,1.2
Rumah,"Semarang Barat, Semarang",2,1,1,108,250,4.0,1.2
Rumah,"Ngaliyan, Semarang",4,3,1,150,250,4.0,1.2
Rumah,"Ngaliyan, Semarang",5,3,1,150,250,4.0,1.2
Rumah,"Ngaliyan, Semarang",6,3,1,150,250,4.0,1.2
Rumah,"Ngaliyan, Semarang",6,3,2,150,250,4.0,1.2
Rumah,"Semarang Barat, Semarang",3,1,1,200,250,4.0,1.2
Rumah,"Pedurungan, Semarang",7,3,1,200,250,4.0,1.2
Rumah,"Pedurungan, Semarang",3,2,1,220,250,4.0,1.2
Rumah,"Tembalang, Semarang",7,2,1,300,250,4.0,1.2
Rumah,"Tembalang, Semarang",2,2,1,132,300,4.0,1.2
Rumah,"Semarang Barat, Semarang",5,2,1,218,300,4.0,1.2
Rumah,"Semarang Selatan, Semarang",6,3,2,156,312,4.0,1.2
Rumah,"Semarang Barat, Semarang",2,2,2,214,58,4.0,1.22
Rumah,"Semarang Tengah, Semarang",3,2,2,72,92,4.0,1.22
Rumah,"Semarang Utara, Semarang",4,2,1,70,81,4.0,1.23
Rumah,"Tembalang, Semarang",3,2,1,72,92,4.0,1.23
Rumah,"Semarang Barat, Semarang",3,2,1,120,73,4.0,1.24
Rumah,"Ngaliyan, Semarang",3,2,1,120,73,4.0,1.24
Rumah,"Tembalang, Semarang",2,1,1,105,78,4.0,1.24
Rumah,"Mijen, Semarang",2,1,1,120,90,4.0,1.24
Rumah,"Semarang Barat, Semarang",3,1,1,73,120,4.0,1.24
Rumah,"Ngaliyan, Semarang",4,2,1,219,190,4.0,1.24
Rumah,"Mijen, Semarang",2,1,1,120,46,4.0,1.25
Rumah,"Mijen, Semarang",2,1,2,120,48,4.0,1.25
Rumah,"Mijen, Semarang",2,1,1,120,48,4.0,1.25
Rumah,"Mijen, Semarang",2,1,2,164,48,4.0,1.25
Rumah,"Mijen, Semarang",2,1,1,164,48,4.0,1.25
Rumah,"Semarang Barat, Semarang",2,1,1,102,53,4.0,1.25
Rumah,"Ngaliyan, Semarang",2,1,1,155,54,4.0,1.25
Rumah,"Mijen, Semarang",2,2,1,160,54,4.0,1.25
Rumah,"Ngaliyan, Semarang",2,2,1,160,54,4.0,1.25
Rumah,"Mijen, Semarang",2,1,2,120,58,4.0,1.25
Rumah,"Mijen, Semarang",2,1,1,120,58,4.0,1.25
Rumah,"Semarang Timur, Semarang",2,2,1,144,59,4.0,1.25
Rumah,"Tembalang, Semarang",2,1,1,90,60,4.0,1.25
Rumah,"Semarang Tengah, Semarang",2,1,1,71,65,4.0,1.25
Rumah,"Tembalang, Semarang",2,1,2,84,65,4.0,1.25
Rumah,"Tembalang, Semarang",2,1,1,84,65,4.0,1.25
Rumah,"Banyumanik, Semarang",2,2,2,90,65,4.0,1.25
Rumah,"Tembalang, Semarang",3,2,1,112,65,4.0,1.25
Rumah,"Tembalang, Semarang",2,1,1,144,69,4.0,1.25
Rumah,"Banyumanik, Semarang",3,1,1,93,70,4.0,1.25
Rumah,"Tembalang, Semarang",3,2,2,114,70,4.0,1.25
Rumah,"Banyumanik, Semarang",3,2,2,114,70,4.0,1.25
Rumah,"Banyumanik, Semarang",3,2,1,114,70,4.0,1.25
Rumah,"Tembalang, Semarang",3,2,1,90,75,4.0,1.25
Rumah,"Tembalang, Semarang",3,3,1,90,75,4.0,1.25
Rumah,"Tembalang, Semarang",3,1,2,126,76,4.0,1.25
Rumah,"Tembalang, Semarang",3,1,1,224,77,4.0,1.25
Rumah,"Mijen, Semarang",3,2,2,150,78,4.0,1.25
Rumah,"Semarang Barat, Semarang",3,2,1,72,79,4.0,1.25
Rumah,"Semarang Barat, Semarang",4,3,1,72,79,4.0,1.25
"Rumah
Premier","Semarang Barat, Semarang",3,2,1,72,83,4.0,1.25
Rumah,"Tembalang, Semarang",3,2,1,172,85,4.0,1.25
Rumah,"Banyumanik, Semarang",3,2,1,150,90,4.0,1.25
Rumah,"Pedurungan, Semarang",2,1,1,154,90,4.0,1.25
Rumah,"Tembalang, Semarang",3,2,1,102,92,4.0,1.25
Rumah,"Semarang Barat, Semarang",2,2,1,105,100,4.0,1.25
Rumah,"Semarang Barat, Semarang",3,2,1,117,100,4.0,1.25
Rumah,"Ngaliyan, Semarang",3,2,1,120,100,4.0,1.25
Rumah,"Semarang Barat, Semarang",3,2,1,120,100,4.0,1.25
Rumah,"Semarang Timur, Semarang",6,2,2,126,100,4.0,1.25
Rumah,"Gayamsari, Semarang",3,2,2,138,100,4.0,1.25
Rumah,"Gayamsari, Semarang",3,2,1,138,100,4.0,1.25
Rumah,"Tembalang, Semarang",3,1,1,144,100,4.0,1.25
Rumah,"Pedurungan, Semarang",2,1,1,154,100,4.0,1.25
Rumah,"Banyumanik, Semarang",3,2,1,175,100,4.0,1.25
Rumah,"Semarang Barat, Semarang",2,2,1,227,100,4.0,1.25
Rumah,"Gayamsari, Semarang",3,2,1,96,102,4.0,1.25
Rumah,"Semarang Barat, Semarang",3,2,1,161,102,4.0,1.25
Rumah,"Semarang Barat, Semarang",3,2,1,105,110,4.0,1.25
Rumah,"Banyumanik, Semarang",2,1,1,114,110,4.0,1.25
Rumah,"Banyumanik, Semarang",3,1,1,114,110,4.0,1.25
Rumah,"Tembalang, Semarang",3,1,2,114,110,4.0,1.25
Rumah,"Pedurungan, Semarang",2,1,1,120,110,4.0,1.25
Rumah,"Mijen, Semarang",2,2,1,120,110,4.0,1.25
Rumah,"Semarang Utara, Semarang",3,2,1,120,110,4.0,1.25
Rumah,"Semarang Timur, Semarang",3,2,1,146,110,4.0,1.25
Rumah,"Gayamsari, Semarang",3,2,1,146,110,4.0,1.25
Rumah,"Pedurungan, Semarang",2,2,1,120,112,4.0,1.25
Rumah,"Gunung Pati, Semarang",2,1,1,253,116,4.0,1.25
Rumah,"Semarang Utara, Semarang",3,2,1,120,120,4.0,1.25
Rumah,"Semarang Utara, Semarang",3,3,1,120,120,4.0,1.25
Rumah,"Semarang Barat, Semarang",2,2,2,150,120,4.0,1.25
"Rumah
Featured","Ngaliyan, Semarang",3,2,1,150,120,4.0,1.25
Rumah,"Banyumanik, Semarang",3,2,1,150,120,4.0,1.25
Rumah,"Tembalang, Semarang",3,3,2,172,120,4.0,1.25
Rumah,"Tembalang, Semarang",8,8,1,71,126,4.0,1.25
Rumah,"Tembalang, Semarang",8,8,1,73,126,4.0,1.25
Rumah,"Tembalang, Semarang",3,1,1,126,126,4.0,1.25
Rumah,"Pedurungan, Semarang",3,2,1,105,130,4.0,1.25
Rumah,"Semarang Selatan, Semarang",2,2,1,150,130,4.0,1.25
Rumah,"Tembalang, Semarang",3,2,1,150,130,4.0,1.25
Rumah,"Banyumanik, Semarang",3,2,1,150,130,4.0,1.25
Rumah,"Semarang Selatan, Semarang",3,2,1,150,130,4.0,1.25
Rumah,"Banyumanik, Semarang",3,3,1,150,130,4.0,1.25
Rumah,"Semarang Selatan, Semarang",3,3,1,150,130,4.0,1.25
Rumah,"Banyumanik, Semarang",4,3,1,150,130,4.0,1.25
Rumah,"Semarang Tengah, Semarang",3,2,1,85,135,4.0,1.25
Rumah,"Banyumanik, Semarang",3,2,1,145,135,4.0,1.25
Rumah,"Banyumanik, Semarang",4,3,1,150,140,4.0,1.25
Rumah,"Semarang Tengah, Semarang",3,2,2,105,150,4.0,1.25
Rumah,"Tembalang, Semarang",4,2,1,105,150,4.0,1.25
Rumah,"Semarang Timur, Semarang",4,3,1,105,150,4.0,1.25
Rumah,"Banyumanik, Semarang",3,2,1,120,150,4.0,1.25
Rumah,"Gunung Pati, Semarang",3,1,2,142,150,4.0,1.25
Rumah,"Semarang Tengah, Semarang",5,3,1,175,150,4.0,1.25
Rumah,"Tembalang, Semarang",4,2,1,200,150,4.0,1.25
Rumah,"Banyumanik, Semarang",3,2,1,120,160,4.0,1.25
Rumah,"Pedurungan, Semarang",2,1,1,160,160,4.0,1.25
Rumah,"Semarang Utara, Semarang",3,2,1,200,160,4.0,1.25
Rumah,"Tembalang, Semarang",5,2,1,105,170,4.0,1.25
Rumah,"Semarang Barat, Semarang",4,2,1,120,170,4.0,1.25
Rumah,"Semarang Tengah, Semarang",3,2,2,135,175,4.0,1.25
Rumah,"Banyumanik, Semarang",3,3,1,175,175,4.0,1.25
Rumah,"Semarang Barat, Semarang",3,3,3,175,175,4.0,1.25
Rumah,"Semarang Timur, Semarang",3,1,1,184,180,4.0,1.25
Rumah,"Ngaliyan, Semarang",4,2,1,219,180,4.0,1.25
Rumah,"Tembalang, Semarang",3,2,3,224,180,4.0,1.25
Rumah,"Gajah Mungkur, Semarang",9,2,1,224,180,4.0,1.25
Rumah,"Semarang Utara, Semarang",3,2,1,240,180,4.0,1.25
Rumah,"Pedurungan, Semarang",3,1,1,184,184,4.0,1.25
Rumah,"Pedurungan, Semarang",3,1,2,184,184,4.0,1.25
Rumah,"Semarang Timur, Semarang",3,1,1,185,185,4.0,1.25
Rumah,"Pedurungan, Semarang",4,2,2,192,192,4.0,1.25
Rumah,"Pedurungan, Semarang",3,3,1,100,200,4.0,1.25
Rumah,"Semarang Tengah, Semarang",4,2,1,147,200,4.0,1.25
Rumah,"Pedurungan, Semarang",3,2,2,167,200,4.0,1.25
Rumah,"Semarang Timur, Semarang",4,2,1,192,200,4.0,1.25
Rumah,"Tembalang, Semarang",3,2,2,200,200,4.0,1.25
Rumah,"Pedurungan, Semarang",3,2,2,200,200,4.0,1.25
Rumah,"Gayamsari, Semarang",3,1,1,210,200,4.0,1.25
Rumah,"Semarang Barat, Semarang",3,2,1,243,200,4.0,1.25
Rumah,"Semarang Barat, Semarang",4,2,1,150,225,4.0,1.25
Rumah,"Pedurungan, Semarang",8,4,1,130,250,4.0,1.25
Rumah,"Semarang Tengah, Semarang",3,2,1,140,280,4.0,1.25
Rumah,"Semarang Barat, Semarang",3,2,1,185,350,4.0,1.25
Rumah,"Tembalang, Semarang",3,2,2,84,60,4.0,1.26
Rumah,"Tembalang, Semarang",3,2,2,96,69,4.0,1.26
Rumah,"Tembalang, Semarang",6,6,1,105,72,4.0,1.26
Rumah,"Semarang Barat, Semarang",2,1,1,102,53,4.0,1.27
Rumah,"Tembalang, Semarang",3,2,1,172,85,4.0,1.27
Rumah,"Banyumanik, Semarang",3,2,1,80,93,4.0,1.27
Rumah,"Banyumanik, Semarang",3,2,2,80,93,4.0,1.27
Rumah,"Semarang Barat, Semarang",2,1,1,127,100,4.0,1.27
Rumah,"Ngaliyan, Semarang",2,1,1,159,105,4.0,1.27
Rumah,"Banyumanik, Semarang",3,2,2,80,120,4.0,1.27
Rumah,"Pedurungan, Semarang",3,2,1,105,130,4.0,1.27
Rumah,"Semarang Utara, Semarang",3,2,1,130,150,4.0,1.27
Rumah,"Semarang Utara, Semarang",4,2,1,130,150,4.0,1.27
Rumah,"Semarang Tengah, Semarang",4,2,1,130,150,4.0,1.27
Rumah,"Gunung Pati, Semarang",3,2,1,170,160,4.0,1.27
Rumah,"Tembalang, Semarang",2,1,1,105,78,4.0,1.28
Rumah,"Banyumanik, Semarang",3,1,1,114,110,4.0,1.28
Rumah,"Banyumanik, Semarang",5,3,1,189,360,4.0,1.28
Rumah,"Mijen, Semarang",3,2,1,120,80,4.0,1.29
Rumah,"Semarang Timur, Semarang",3,2,1,121,82,4.0,1.29
Rumah,"Ngaliyan, Semarang",2,2,2,129,84,4.0,1.29
Rumah,"Ngaliyan, Semarang",2,2,1,140,90,4.0,1.29
Rumah,"Banyumanik, Semarang",3,2,2,70,100,4.0,1.29
Rumah,"Ngaliyan, Semarang",2,2,2,140,120,4.0,1.29
Rumah,"Gunung Pati, Semarang",4,2,1,121,153,4.0,1.29
Rumah,"Semarang Barat, Semarang",4,3,1,94,170,4.0,1.29
Rumah,"Pedurungan, Semarang",4,3,1,200,185,4.0,1.29
Rumah,"Ngaliyan, Semarang",4,3,1,128,200,4.0,1.29
Rumah,"Semarang Barat, Semarang",2,1,1,120,46,4.0,1.3
Rumah,"Mijen, Semarang",2,1,1,120,48,4.0,1.3
Rumah,"Ngaliyan, Semarang",2,1,1,120,48,4.0,1.3
Rumah,"Mijen, Semarang",2,1,1,164,48,4.0,1.3
Rumah,"Semarang Barat, Semarang",2,1,1,164,48,4.0,1.3
Rumah,"Semarang Barat, Semarang",2,2,1,72,60,4.0,1.3
Rumah,"Semarang Barat, Semarang",3,2,1,72,60,4.0,1.3
Rumah,"Ngaliyan, Semarang",3,1,2,120,60,4.0,1.3
Rumah,"Tembalang, Semarang",4,2,1,141,60,4.0,1.3
Rumah,"Ngaliyan, Semarang",3,1,1,157,60,4.0,1.3
Rumah,"Tembalang, Semarang",3,2,2,90,65,4.0,1.3
Rumah,"Semarang Tengah, Semarang",2,1,2,102,66,4.0,1.3
Rumah,"Tembalang, Semarang",2,1,1,160,66,4.0,1.3
Rumah,"Banyumanik, Semarang",2,1,1,135,67,4.0,1.3
Rumah,"Gajah Mungkur, Semarang",3,2,1,72,68,4.0,1.3
Rumah,"Semarang Barat, Semarang",3,2,1,72,68,4.0,1.3
Rumah,"Semarang Barat, Semarang",3,2,1,72,69,4.0,1.3
Rumah,"Tembalang, Semarang",3,2,1,90,69,4.0,1.3
Rumah,"Mijen, Semarang",2,2,1,120,69,4.0,1.3
